code_system,code,code_description,code_lay_term,code_range_1,code_range_1_description,code_range_2,code_range_2_description,code_range_3,code_range_3_description,code_range_4,code_range_4_description,code_range_5,code_range_5_description,code_range_6,code_range_6_description
HCPCS,G9518,Documentation of active injection drug use,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9519,Patient achieves final refraction (spherical equivalent) +/- 1.0 diopters of their planned refraction within 90 days of surgery,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9520,Patient does not achieve final refraction (spherical equivalent) +/- 1.0 diopters of their planned refraction within 90 days of surgery,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9521,Total number of emergency department visits and inpatient hospitalizations less than two in the past 12 months,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9522,"Total number of emergency department visits and inpatient hospitalizations equal to or greater than two in the past 12 months or patient not screened, reason not given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9529,Patient with minor blunt head trauma had an appropriate indication(s) for a head CT,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9530,Patient presented with a minor blunt head trauma and had a head ct ordered for trauma by an emergency care provider,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9531,"Patient has documentation of ventricular shunt, brain tumor, multisystem trauma, or is currently taking an antiplatelet medication including: abciximab, anagrelide, cangrelor, cilostazol, clopidogrel, dipyridamole, eptifibatide, prasugrel, ticlopidine, ticagrelor, tirofiban, or vorapaxar",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9533,Patient with minor blunt head trauma did not have an appropriate indication(s) for a head CT,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9537,Imaging needed as part of a clinical trial; or other clinician ordered the study,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9539,Intent for potential removal at time of placement,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9540,Patient alive 3 months post procedure,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9541,Filter removed within 3 months of placement,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9542,Documented re-assessment for the appropriateness of filter removal within 3 months of placement,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9543,Documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9544,"Patients that do not have the filter removed, documented re-assessment for the appropriateness of filter removal, or documentation of at least two attempts to reach the patient to arrange a clinical re-assessment for the appropriateness of filter removal within 3 months of placement",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9547,"Cystic renal lesion that is simple appearing (bosniak i or ii) , or adrenal lesion less than or equal to 1.0 cm or adrenal lesion greater than 1.0 cm but less than or equal to 4.0 cm classified as likely benign by unenhanced ct or washout protocol ct, or mri with in- and opposed-phase sequences or other equivalent institutional imaging protocols",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9548,Final reports for imaging studies stating no follow-up imaging is recommended,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9549,"Documentation of medical reason(s) that follow-up imaging is indicated (e.g., patient has lymphadenopathy, signs of metastasis or an active diagnosis or history of cancer, and other medical reason(s))",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9550,"Final reports for imaging studies with follow-up imaging recommended, or final reports that do not include a specific recommendation of no follow-up",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9551,Final reports for imaging studies without an incidentally found lesion noted,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9552,Incidental thyroid nodule < 1.0 cm noted in report,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9553,Prior thyroid disease diagnosis,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9554,"Final reports for ct, cta, mri or mra of the chest or neck with follow-up imaging recommended",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9555,"Documentation of medical reason(s) for recommending follow up imaging (e.g., patient has multiple endocrine neoplasia, patient has cervical lymphadenopathy, other medical reason(s))",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9556,"Final reports for ct, cta, mri or mra of the chest or neck with follow-up imaging not recommended",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9557,"Final reports for ct, cta, mri or mra studies of the chest or neck without an incidentally found thyroid nodule < 1.0 cm noted or no nodule found",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9580,Door to puncture time of 90 minutes or less,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9582,"Door to puncture time of greater than 90 minutes, no reason given",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9593,Pediatric patient with minor blunt head trauma classified as low risk according to the pecarn prediction rules,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9594,Patient presented with a minor blunt head trauma and had a head ct ordered for trauma by an emergency care provider,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9595,"Patient has documentation of ventricular shunt, brain tumor, or coagulopathy",,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9597,Pediatric patient with minor blunt head trauma not classified as low risk according to the pecarn prediction rules,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9598,Aortic aneurysm 5.5 - 5.9 cm maximum diameter on centerline formatted CT or minor diameter on axial formatted CT,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9599,Aortic aneurysm 6.0 cm or greater maximum diameter on centerline formatted CT or minor diameter on axial formatted CT,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9603,Patient survey score improved from baseline following treatment,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9605,Patient survey score did not improve from baseline following treatment,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
HCPCS,G9606,Intraoperative cystoscopy performed to evaluate for lower tract injury,,G0008-G9999,Procedures / Professional Services,G9188-G9891,Additional Assorted Quality Measures,,,,,,,,
